Circuit,County,DivisionOfCourt,TypeOfCase,TypeOfDisposition,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
1,Walton,Circuit Criminal,Other Crimes Against Property,Before Trial - Speedy Trial Rule Dismissals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Walton,Circuit Criminal,Other Crimes Against Property,Before Trial - Dismissed,1,10,0,1,2,3,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
1,Walton,Circuit Criminal,Other Crimes Against Property,Before Trial - Transferred,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,Walton,Circuit Criminal,Other Crimes Against Property,Before Trial - Plea,14,11,20,12,8,10,3,3,1,1,2,0,1,0,5,1,8,5,10,5,27,8,7,4,9,7,5,11
1,Walton,Circuit Criminal,Other Crimes Against Property,Before Trial - Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,3,2
1,Walton,Circuit Criminal,Other Crimes Against Property,After Trial - Non Jury Acquitted/Dismissed,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Walton,Circuit Criminal,Other Crimes Against Property,After Trial - Non Jury Plea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Walton,Circuit Criminal,Other Crimes Against Property,After Trial - Non Jury Convicted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Walton,Circuit Criminal,Other Crimes Against Property,After Trial - Jury Acquitted/Dismissed,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Walton,Circuit Criminal,Other Crimes Against Property,After Trial - Jury Plea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,Walton,Circuit Criminal,Other Crimes Against Property,After Trial - Jury Convicted,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,Walton,Circuit Criminal,Drugs,Before Trial - Speedy Trial Rule Dismissals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Walton,Circuit Criminal,Drugs,Before Trial - Dismissed,13,9,4,14,16,11,4,4,6,0,5,9,9,14,7,16,23,26,21,41,22,24,18,15,18,13,14,8
1,Walton,Circuit Criminal,Drugs,Before Trial - Transferred,3,0,0,3,2,0,0,0,0,0,1,0,1,0,1,2,18,16,5,5,1,1,0,0,1,0,0,0
1,Walton,Circuit Criminal,Drugs,Before Trial - Plea,39,54,54,42,62,60,46,67,58,79,127,132,74,106,84,150,243,286,346,269,218,171,166,167,166,188,161,158
1,Walton,Circuit Criminal,Drugs,Before Trial - Other,0,0,0,0,0,0,0,8,0,0,0,0,0,3,1,2,2,1,2,2,3,5,1,1,3,6,6,7
1,Walton,Circuit Criminal,Drugs,After Trial - Non Jury Acquitted/Dismissed,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Walton,Circuit Criminal,Drugs,After Trial - Non Jury Plea,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,Walton,Circuit Criminal,Drugs,After Trial - Non Jury Convicted,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Walton,Circuit Criminal,Drugs,After Trial - Jury Acquitted/Dismissed,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,Walton,Circuit Criminal,Drugs,After Trial - Jury Plea,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,Walton,Circuit Criminal,Drugs,After Trial - Jury Convicted,0,1,0,1,1,2,1,0,2,0,4,0,0,2,0,0,0,1,2,5,1,0,0,0,1,2,0,0
1,Walton,Circuit Criminal,Other Felonies,Before Trial - Speedy Trial Rule Dismissals,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Walton,Circuit Criminal,Other Felonies,Before Trial - Dismissed,14,7,2,11,4,5,2,1,2,1,3,5,1,7,2,12,1,12,11,8,5,13,5,3,12,10,5,7
1,Walton,Circuit Criminal,Other Felonies,Before Trial - Transferred,1,5,9,0,1,0,1,1,1,4,6,14,9,13,13,30,26,18,10,22,3,1,1,6,2,4,2,6
1,Walton,Circuit Criminal,Other Felonies,Before Trial - Plea,57,23,30,30,32,32,31,48,48,74,135,141,128,146,133,96,108,153,198,162,162,164,142,113,106,114,85,98
1,Walton,Circuit Criminal,Other Felonies,Before Trial - Other,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,1,1,4,1,1,2,1,0,0,8,0,3
1,Walton,Circuit Criminal,Other Felonies,After Trial - Non Jury Acquitted/Dismissed,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Walton,Circuit Criminal,Other Felonies,After Trial - Non Jury Plea,1,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,Walton,Circuit Criminal,Other Felonies,After Trial - Non Jury Convicted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Walton,Circuit Criminal,Other Felonies,After Trial - Jury Acquitted/Dismissed,1,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
1,Walton,Circuit Criminal,Other Felonies,After Trial - Jury Plea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0
1,Walton,Circuit Criminal,Other Felonies,After Trial - Jury Convicted,3,0,1,0,1,1,0,0,0,2,3,0,0,1,2,0,0,0,0,0,1,1,1,1,2,0,0,0
1,Walton,Family Court,Simplified Dissolution,"Dismissed, Settled or Disposed Before Hearing",3,3,1,4,2,3,3,0,0,0,0,0,0,0,2,1,4,0,0,0,0,0,0,0,6,0,3,2
1,Walton,Family Court,Simplified Dissolution,"Dismissed, Settled or Disposed After Hearing",0,1,0,0,0,2,4,0,3,1,2,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1,Walton,Family Court,Simplified Dissolution,By Default,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,Walton,Family Court,Simplified Dissolution,By Judge,73,65,106,58,54,90,61,63,60,49,40,22,26,27,29,27,20,27,25,43,61,48,44,42,28,44,43,55
1,Walton,Family Court,Simplified Dissolution,Non Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Walton,Family Court,Simplified Dissolution,Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Walton,Family Court,Simplified Dissolution,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,Walton,Family Court,Dissolution,"Dismissed, Settled or Disposed Before Hearing",2,2,1,3,1,15,11,7,9,4,3,8,3,6,10,7,9,4,8,7,9,6,7,8,14,21,28,17
1,Walton,Family Court,Dissolution,"Dismissed, Settled or Disposed After Hearing",0,2,0,0,0,21,15,10,22,39,33,37,24,22,22,35,3,1,8,7,1,1,2,2,10,2,9,3
1,Walton,Family Court,Dissolution,By Default,0,0,0,49,44,58,76,81,75,37,9,37,28,21,2,30,1,1,0,1,0,0,0,0,16,0,0,0
1,Walton,Family Court,Dissolution,By Judge,156,169,168,135,109,116,122,147,146,147,178,143,137,162,185,174,188,182,197,196,221,221,223,228,197,202,222,243
1,Walton,Family Court,Dissolution,Non Jury Trial,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,3,2,1,0,0,0,0,1,0,0,2
1,Walton,Family Court,Dissolution,Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Walton,Family Court,Dissolution,Other,0,0,0,1,4,8,3,1,1,0,1,2,0,3,0,5,2,4,1,4,0,0,0,2,2,3,0,1
1,Walton,Family Court,Child Support,"Dismissed, Settled or Disposed Before Hearing",0,0,0,0,0,0,5,3,0,1,2,0,1,6,4,26,14,15,7,13,18,15,55,59,41,35,29,23
1,Walton,Family Court,Child Support,"Dismissed, Settled or Disposed After Hearing",0,0,0,0,0,16,14,14,53,17,16,12,17,22,7,24,8,2,0,8,1,6,10,8,20,5,3,3
1,Walton,Family Court,Child Support,By Default,0,0,0,0,4,7,7,18,6,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,4,0,0,0
1,Walton,Family Court,Child Support,By Judge,1,0,3,1,7,12,32,49,23,37,12,24,19,58,45,62,88,111,86,69,43,45,142,113,123,108,45,41
1,Walton,Family Court,Child Support,Non Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,5,1,6,4
1,Walton,Family Court,Child Support,Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Walton,Family Court,Child Support,Other,0,0,0,0,1,1,13,0,2,1,2,6,0,1,3,7,7,28,25,2,7,5,5,9,11,11,1,3
1,Walton,Family Court,UIFSA,"Dismissed, Settled or Disposed Before Hearing",,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1
1,Walton,Family Court,UIFSA,"Dismissed, Settled or Disposed Before Hearing",1,0,1,0,1,0,2,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0
1,Walton,Family Court,UIFSA,"Dismissed, Settled or Disposed After Hearing",0,0,0,0,0,3,12,0,5,11,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,Walton,Family Court,UIFSA,By Default,0,0,0,0,0,0,4,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Walton,Family Court,UIFSA,By Judge,21,4,9,4,7,19,23,8,15,25,11,15,7,4,2,2,1,1,0,0,0,1,3,0,3,4,3,4
1,Walton,Family Court,UIFSA,Non Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Walton,Family Court,UIFSA,Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Walton,Family Court,UIFSA,Other,0,0,0,2,4,5,1,1,27,8,16,9,2,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
1,Walton,Family Court,Other Domestic Relations,"Dismissed, Settled or Disposed Before Hearing",0,0,1,0,2,2,2,0,2,2,5,6,3,9,9,11,13,8,2,8,7,8,20,7,14,32,29,14
1,Walton,Family Court,Other Domestic Relations,"Dismissed, Settled or Disposed After Hearing",0,1,0,0,1,10,4,9,69,34,50,22,21,22,26,25,12,1,1,3,1,3,3,1,6,5,4,5
1,Walton,Family Court,Other Domestic Relations,By Default,0,0,0,3,2,1,5,22,11,4,0,6,14,8,2,9,1,0,1,0,0,0,0,0,0,0,0,0
1,Walton,Family Court,Other Domestic Relations,By Judge,20,14,37,24,17,48,41,57,93,105,69,102,85,114,99,104,136,108,83,62,56,52,74,67,77,69,77,79
1,Walton,Family Court,Other Domestic Relations,Non Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,3,1,1,0,0,0,0,0,0,1,0
1,Walton,Family Court,Other Domestic Relations,Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,Walton,Family Court,Other Domestic Relations,Other,0,0,0,0,0,5,0,0,2,3,13,2,3,3,8,3,5,16,12,5,5,9,0,0,1,8,0,2
1,Walton,Family Court,Domestic Violence,"Dismissed, Settled or Disposed Before Hearing",2,1,1,10,15,10,2,17,19,4,2,0,2,3,20,10,27,24,8,2,4,2,2,0,18,22,8,11
1,Walton,Family Court,Domestic Violence,"Dismissed, Settled or Disposed After Hearing",0,0,0,12,9,27,54,71,70,100,88,93,108,110,91,76,42,0,0,0,3,0,3,0,156,195,148,177
1,Walton,Family Court,Domestic Violence,By Default,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1,Walton,Family Court,Domestic Violence,By Judge,7,5,37,90,97,96,88,157,162,133,124,138,143,163,165,176,226,284,344,336,281,212,225,260,83,37,47,36
1,Walton,Family Court,Domestic Violence,Non Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Walton,Family Court,Domestic Violence,Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,Walton,Family Court,Domestic Violence,Other,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Walton,Family Court,Repeat Violence,"Dismissed, Settled or Disposed Before Hearing",0,0,0,0,0,1,0,3,3,1,1,0,0,2,3,6,15,17,2,0,1,4,1,0,42,8,9,17
1,Walton,Family Court,Repeat Violence,"Dismissed, Settled or Disposed After Hearing",0,0,0,0,0,8,21,20,17,16,29,20,24,21,22,29,17,0,0,0,0,0,0,0,71,50,73,74
1,Walton,Family Court,Repeat Violence,By Default,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
1,Walton,Family Court,Repeat Violence,By Judge,0,0,0,0,0,33,72,120,62,43,45,32,38,41,47,80,70,93,149,157,154,88,75,106,26,20,23,9
1,Walton,Family Court,Repeat Violence,Non Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Walton,Family Court,Repeat Violence,Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Walton,Family Court,Repeat Violence,Other,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0
1,Walton,Family Court,Juvenile Delinquency,Total Disposed,39,55,43,89,26,92,76,100,148,159,148,145,151,164,133,173,171,184,183,119,86,137,101,102,109,77,105,98
1,Walton,Family Court,Juvenile Dependency,Total Disposed,32,24,36,37,10,38,18,18,18,27,24,14,21,19,15,48,53,84,106,89,69,70,67,63,23,16,16,59
1,Walton,Family Court,Termination of Parental Rights,Total Disposed,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,15
1,Walton,Circuit Civil,Professional Malpractice,"Dismissed, Settled or Disposed Before Hearing",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,3,3
1,Walton,Circuit Civil,Professional Malpractice,"Dismissed, Settled or Disposed After Hearing",0,0,0,0,0,0,0,0,0,1,0,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1
1,Walton,Circuit Civil,Professional Malpractice,By Default,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Walton,Circuit Civil,Professional Malpractice,By Judge,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,2,3,2,0,1,1,0
1,Walton,Circuit Civil,Professional Malpractice,Non Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Walton,Circuit Civil,Professional Malpractice,Jury Trial,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,Walton,Circuit Civil,Professional Malpractice,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
1,Walton,Circuit Civil,Products Liability,"Dismissed, Settled or Disposed Before Hearing",0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
1,Walton,Circuit Civil,Products Liability,"Dismissed, Settled or Disposed After Hearing",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Walton,Circuit Civil,Products Liability,By Default,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Walton,Circuit Civil,Products Liability,By Judge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,Walton,Circuit Civil,Products Liability,Non Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Walton,Circuit Civil,Products Liability,Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Walton,Circuit Civil,Products Liability,Other,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2,1,1,0,0,0,1,0,1,0,0
1,Walton,Circuit Civil,Auto Negligence,"Dismissed, Settled or Disposed Before Hearing",0,0,1,8,3,9,10,4,5,8,7,15,13,12,7,14,16,7,10,7,9,12,12,1,24,31,14,27
1,Walton,Circuit Civil,Auto Negligence,"Dismissed, Settled or Disposed After Hearing",0,0,0,0,0,4,12,1,6,15,14,18,23,24,12,34,6,1,2,5,0,4,1,1,2,4,5,1
1,Walton,Circuit Civil,Auto Negligence,By Default,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,5,1,0,0,0,0,0,0,0,2,0,0,0
1,Walton,Circuit Civil,Auto Negligence,By Judge,18,15,15,9,6,2,6,2,1,7,1,2,2,1,4,1,11,15,20,27,23,16,22,14,5,4,4,2
1,Walton,Circuit Civil,Auto Negligence,Non Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Walton,Circuit Civil,Auto Negligence,Jury Trial,2,0,2,0,0,0,0,0,0,2,0,1,1,1,2,1,1,3,1,3,1,1,2,2,0,0,0,2
1,Walton,Circuit Civil,Auto Negligence,Other,0,0,0,1,1,1,0,0,2,0,0,0,1,1,0,0,5,4,10,3,3,2,1,5,3,1,0,0
1,Walton,Circuit Civil,Other Negligence,"Dismissed, Settled or Disposed Before Hearing",0,0,0,2,6,6,3,2,3,5,5,4,1,4,6,3,7,4,0,5,3,3,11,3,7,7,15,12
1,Walton,Circuit Civil,Other Negligence,"Dismissed, Settled or Disposed After Hearing",0,0,0,0,0,8,9,6,4,11,8,9,9,12,6,11,8,0,0,3,1,0,3,0,3,2,4,6
1,Walton,Circuit Civil,Other Negligence,By Default,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0
1,Walton,Circuit Civil,Other Negligence,By Judge,8,9,5,6,3,2,3,2,1,1,3,5,3,4,2,6,4,13,12,10,11,7,9,15,10,14,6,3
1,Walton,Circuit Civil,Other Negligence,Non Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Walton,Circuit Civil,Other Negligence,Jury Trial,1,1,0,0,0,0,0,0,0,3,0,3,1,1,2,0,1,0,1,0,0,0,0,1,0,0,0,1
1,Walton,Circuit Civil,Other Negligence,Other,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,3,4,2,4,2,0,3,4,1,2,0,0
1,Walton,Circuit Civil,Condominium,"Dismissed, Settled or Disposed Before Hearing",0,0,0,1,7,0,0,3,2,0,2,1,0,1,0,0,1,0,0,0,0,2,0,0,1,4,5,3
1,Walton,Circuit Civil,Condominium,"Dismissed, Settled or Disposed After Hearing",0,0,0,0,0,2,1,3,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,0,2,0,3,4
1,Walton,Circuit Civil,Condominium,By Default,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Walton,Circuit Civil,Condominium,By Judge,0,1,2,0,5,2,1,5,1,0,0,1,1,0,3,0,2,0,1,1,0,0,0,0,0,3,2,1
1,Walton,Circuit Civil,Condominium,Non Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Walton,Circuit Civil,Condominium,Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Walton,Circuit Civil,Condominium,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0
1,Walton,Circuit Civil,Contract & Indebtedness,"Dismissed, Settled or Disposed Before Hearing",3,4,1,15,22,27,19,12,12,7,13,19,16,15,28,26,21,12,13,35,36,50,41,35,69,119,81,71
1,Walton,Circuit Civil,Contract & Indebtedness,"Dismissed, Settled or Disposed After Hearing",0,1,3,0,0,23,18,4,12,14,14,19,17,20,21,26,12,0,1,14,9,9,2,6,17,8,15,11
1,Walton,Circuit Civil,Contract & Indebtedness,By Default,0,0,0,13,16,7,14,8,5,4,0,13,10,6,2,11,1,2,0,1,0,0,0,1,23,14,21,19
1,Walton,Circuit Civil,Contract & Indebtedness,By Judge,49,47,76,55,58,22,8,14,12,8,11,24,14,24,31,15,27,59,40,64,68,83,106,162,131,112,65,48
1,Walton,Circuit Civil,Contract & Indebtedness,Non Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
1,Walton,Circuit Civil,Contract & Indebtedness,Jury Trial,0,0,0,2,0,0,0,0,0,1,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,Walton,Circuit Civil,Contract & Indebtedness,Other,0,0,0,2,1,4,6,4,4,1,1,2,1,5,4,9,8,24,17,14,8,7,6,31,7,11,5,3
1,Walton,Circuit Civil,Real Property/Mortgage Foreclosure,"Dismissed, Settled or Disposed Before Hearing",8,7,12,35,36,24,31,14,19,24,32,29,29,57,55,62,50,22,40,44,63,72,152,191,466,621,352,402
1,Walton,Circuit Civil,Real Property/Mortgage Foreclosure,"Dismissed, Settled or Disposed After Hearing",1,3,3,0,1,11,8,6,13,15,14,13,21,16,19,33,7,1,4,10,5,10,8,0,20,75,68,78
1,Walton,Circuit Civil,Real Property/Mortgage Foreclosure,By Default,0,0,0,38,47,52,31,25,14,11,7,16,44,28,6,44,38,36,10,6,0,0,5,0,6,2,12,12
1,Walton,Circuit Civil,Real Property/Mortgage Foreclosure,By Judge,150,191,193,122,90,39,55,46,50,39,43,45,38,42,106,73,92,78,105,96,101,162,517,660,798,629,459,686
1,Walton,Circuit Civil,Real Property/Mortgage Foreclosure,Non Jury Trial,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5
1,Walton,Circuit Civil,Real Property/Mortgage Foreclosure,Jury Trial,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Walton,Circuit Civil,Real Property/Mortgage Foreclosure,Other,0,0,0,0,0,0,0,1,0,1,0,0,1,4,2,8,33,63,48,11,14,7,12,109,12,34,18,4
1,Walton,Circuit Civil,Eminent Domain,"Dismissed, Settled or Disposed Before Hearing",0,0,0,0,0,1,1,0,0,0,0,0,1,14,64,16,0,0,0,0,0,0,0,0,0,1,0,0
1,Walton,Circuit Civil,Eminent Domain,"Dismissed, Settled or Disposed After Hearing",0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,Walton,Circuit Civil,Eminent Domain,By Default,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Walton,Circuit Civil,Eminent Domain,By Judge,0,1,0,1,0,1,13,13,3,7,0,0,0,18,11,12,2,1,1,1,0,9,0,25,2,0,2,14
1,Walton,Circuit Civil,Eminent Domain,Non Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Walton,Circuit Civil,Eminent Domain,Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Walton,Circuit Civil,Eminent Domain,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8,0,0,0,0
1,Walton,Circuit Civil,Other Circuit Civil,"Dismissed, Settled or Disposed Before Hearing",3,5,2,6,10,12,10,4,6,1,13,7,11,15,21,33,22,14,14,20,12,29,41,17,27,59,42,29
1,Walton,Circuit Civil,Other Circuit Civil,"Dismissed, Settled or Disposed After Hearing",0,0,1,0,1,14,11,13,10,15,23,36,52,29,25,44,12,1,7,17,8,13,4,2,15,5,8,5
1,Walton,Circuit Civil,Other Circuit Civil,By Default,0,0,0,3,5,0,2,2,1,5,2,9,7,1,0,5,2,0,0,0,0,0,0,0,5,0,1,1
1,Walton,Circuit Civil,Other Circuit Civil,By Judge,142,223,183,63,14,13,23,27,35,30,36,53,23,28,39,55,56,76,89,71,76,76,86,110,48,42,31,28
1,Walton,Circuit Civil,Other Circuit Civil,Non Jury Trial,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
1,Walton,Circuit Civil,Other Circuit Civil,Jury Trial,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
1,Walton,Circuit Civil,Other Circuit Civil,Other,0,0,0,0,0,2,4,3,13,12,6,10,7,10,16,10,18,23,18,10,8,6,0,22,1,4,0,1
1,Walton,Probate,Probate,Total Disposed (1986 to 1995),53,94,70,120,85,120,153,126,128,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1,Walton,Probate,Probate,Before Hearing,0,0,0,0,0,0,0,0,0,0,179,118,126,145,95,146,82,86,42,47,2,7,24,2,22,51,78,95
1,Walton,Probate,Probate,By Judge,0,0,0,0,0,0,0,0,0,0,20,19,13,19,98,61,92,116,147,158,224,170,143,173,142,131,91,47
1,Walton,Probate,Probate,Non Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Walton,Probate,Probate,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,5,7,10,2,0,0,0,0,0,0,1,0,0
1,Walton,Probate,Guardianship,Total Disposed (1986 to 1995),1,2,0,3,5,12,5,4,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1,Walton,Probate,Guardianship,Before Hearing,0,0,0,0,0,0,0,0,0,0,15,17,11,9,11,1,0,6,0,11,6,0,1,0,1,4,6,6
1,Walton,Probate,Guardianship,By Judge,0,0,0,0,0,0,0,0,0,0,2,3,2,3,6,1,0,5,10,9,2,4,4,11,11,10,8,5
1,Walton,Probate,Guardianship,Non Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
